feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
-0.9533070822019585,-0.4846014463804815,-1.4635031033044061,3.4689986132690294,1.0474117141225057,-0.054374233300646724,2.1222730056333576,-0.70182438847706,-1.2689666014593803,-2.226157702546177,-1.4548541167274782,0.4635603589916508,-0.23596092109071787,-2.4946644299281533,2.878502982793446,-1.3624878520939365,3.2190579306275313,0.6963347834777562,-1.4480071258545126,-0.8229486258623573,0
-1.6298992917733082,2.6621922905988793,0.24191498432149858,2.460817043080074,1.848315924233979,-6.3691387050160255,-6.335146559103467,-0.6101474734825632,3.722475427219102,-0.8746937306572504,0.34923321758313475,-0.4841391580647174,4.266240367881611,3.5122798446983436,1.7300053932083523,-2.437569656446915,-5.929248050524092,5.283745114259424,0.4540196761909887,0.06318366880775604,1
-2.8337604461609964,-0.2716626591707789,1.3427476033167658,2.042039269722551,-1.656251261297003,1.4974384987989973,1.9126652675359719,-1.6529882838040288,-1.686193564811691,-2.0279183591990235,-2.731931134381595,2.7008105764774366,1.7962076905456201,-1.2392542151615913,3.887254906184664,-0.0973578985294834,-2.8537934663680478,1.186274749738394,-0.7600127622791906,-0.5134883637740536,0
-1.050123607327167,-1.4974933987136527,-0.022677525487341064,-0.7833302235101944,-7.561899968000132,-1.6342889381184675,-0.24064144448251734,1.9301327135482624,1.6065134524295273,3.2323221811607437,-0.6678314258923537,-0.7038216331692828,-0.32955048825559163,-0.8741521436876082,1.0953311965777548,-2.266599605759034,-2.039552697598314,0.4134969122333225,-1.1604568592335633,-0.2313759574900389,0
-1.7040569946819064,0.9607186025587783,0.9245778658628506,-2.5648072419572325,-7.287263728506785,-0.3539229533702164,-2.1517456743180263,0.2806579240813991,0.2104149507543842,1.00977903544544,-1.8162084010498778,-1.678059819443702,-3.853594040611787,-3.860056298643344,0.7717309057045727,-1.3339787062814679,-3.424115489728908,0.8325968584303508,2.5775856046993795,0.943768784799322,0
-0.5093127843118734,1.7187426253743066,1.2553231895309385,-1.5359502424432332,-3.01241606237804,-1.039983236769344,0.9425490489510537,2.159022902973425,-1.648004794416539,0.12691930181702826,-1.6731248668408254,-0.37677949408156475,-0.43514455684273223,-6.896253265298422,-1.6361856610782348,-1.1923473493747136,-3.0832346493896097,1.1999437283454537,1.8410913755840768,0.9546668160293867,0
0.6637561212032881,3.253170750310174,1.5287788357103074,3.746862716965031,2.2377699775591564,-0.882863858964479,2.4687194594159294,-2.71670229665113,-0.5451983903651845,-1.2742443391802643,-0.7548055664531375,-0.9598093464185843,3.030956861839948,-1.7529740867530703,2.9455324312040227,-1.0097582237547473,1.100362958083107,0.08751656411117326,-1.7063876538644185,-0.6034378344886075,0
-0.3987023283447062,-0.1405987654660703,0.5740812821065351,1.750547837084647,0.9321196121198623,3.5047941978439363,0.49840039519059454,4.166757410329872,0.3614803053444544,0.8263523786934694,-2.9756368483999114,-4.5057895089800715,3.025620382971222,-3.9500512186287864,-1.143442254639936,-0.31344071787557115,3.827986021172483,-3.0764778581492296,-3.8412232283634684,0.8762059916716602,0
3.746035421751472,-1.2722499583681155,-0.7841115340562388,-1.0562375733204767,-0.21058545848073396,3.587179305266813,-0.3569032031173307,1.2271228742225295,-1.733773962018764,-0.6881018786040702,-3.883247067673307,-3.7374589058953163,0.05776575518962945,-0.49410874717701236,1.3984790274140089,1.1893748419493906,4.4971771770053754,-3.5939957743228232,1.1521618469074908,-1.1178943387202076,0
3.087982907537557,-2.3629670111046615,-0.8667326706603131,3.450367990350581,-0.5482887989032555,0.7609090759983947,-0.10188628750338757,3.0872835902416558,1.770929896646639,0.7367360656073517,-3.871747190772778,-0.4423431631271708,0.5574372560288587,8.256846572384761,-0.4138908612412071,0.2313890179012018,-3.2897770821346257,0.19667992683563096,1.2259435196782396,0.849521986994124,1
